title,thumb,link,image_link,
"Applying Color Theory to Digital Media and Visualization, by Theresa-Marie Rhyne",#NAME?,https://www.amazon.com/gp/product/1498765491/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=1498765491&linkCode=as2&linkId=5929fb63010433ca703da50bd2f07fa9,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=1498765491&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=_SL110_,
"Beautiful Visualization: Looking at Data through the Eyes of Experts, by Julie Steele & Noah Iliinsky",#NAME?,http://www.amazon.com/gp/product/1449379869/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=217145&creative=399369&creativeASIN=1449379869,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=1449379869&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"The Best American Infographics 2013, by Gareth Cook",#NAME?,http://www.amazon.com/gp/product/0547973373/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0547973373&linkCode=as2&linkId=IDAQ4354FVDDANF7,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=0547973373&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1,
"The Best American Infographics 2014, by Gareth Cook",#NAME?,http://www.amazon.com/gp/product/0547974515/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0547974515&linkCode=as2&linkId=GYLIQGCJHVQBIKK7,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=0547974515&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1,
"The Best American Infographics 2015, by Gareth Cook",#NAME?,https://www.amazon.com/gp/product/0544542703/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0544542703&linkCode=as2&linkId=de77d07ce16fa9b60022d25562c75387,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=0544542703&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=_SL110_,
"The Best American Infographics 2016, by Gareth Cook",#NAME?,https://www.amazon.com/gp/product/0544556380/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0544556380&linkCode=as2&linkId=248a6358bb55123bf42f420890ac0505,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=0544556380&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=_SL110_,
"The Big Book of Dashboards: Visualizing Your Data Using Real-World Business Scenarios, by Steve Wexler, Jeffrey Shaffer, and Andy Cotgreave",#NAME?,https://www.amazon.com/gp/product/1119282713/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=1119282713&linkCode=as2&linkId=3c0cb2431445e8c7629d9ceb03e895fd,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=1119282713&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=_SL110_,
"The Book of Circles: Visualizing Spheres of Knowledge, by Manuel Lima",#NAME?,https://www.amazon.com/gp/product/1616895284/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=1616895284&linkCode=as2&linkId=f4b478d3341c9078d01b2e6cd95b6377,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=1616895284&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=_SL110_,
"The Book of R: A First Course in Programming and Statistics, by Tilman M. Davies",#NAME?,https://www.amazon.com/gp/product/1593276516/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=1593276516&linkCode=as2&linkId=7ded75700c49289eccfd6fb5e831f289,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=1593276516&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=_SL110_,
"The Book of Trees, by Manuel Lima",#NAME?,http://www.amazon.com/gp/product/1616892188/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=1616892188&linkCode=as2&linkId=BMVG6UEMF4XSFON4,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=1616892188&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1,
"Cartographies of Time: A History of the Timeline, by Daniel Rosenberg",#NAME?,http://www.amazon.com/gp/product/1616890584/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=1616890584&linkCode=as2&linkId=UXHBQJQZ5HPE32DH,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=1616890584&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1,
"Cause and Effect: Visualizing Sustainability, by R. Klanten",#NAME?,http://www.amazon.com/gp/product/3899554434/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=1789&creative=9325&creativeASIN=3899554434,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=3899554434&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"Communicating Data with Tableau, by Ben Jones",#NAME?,http://www.amazon.com/gp/product/1449372023/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=1449372023&linkCode=as2&linkId=ZFIM6HXM3PCVMRHU,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=1449372023&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1,
"Cool Infographics: Effective Communication with Data Visualization and Design, by Randy Krum",#NAME?,http://www.amazon.com/gp/product/1118582306/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=1118582306&linkCode=as2&linkId=66NXYQ4EDJ72VSOB,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=1118582306&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1,
"The Craft of Information Visualization: Readings and Reflections, by Ben Shneiderman",#NAME?,http://www.amazon.com/gp/product/1558609156/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=217145&creative=399373&creativeASIN=1558609156,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=1558609156&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"Creating More Effective Graphs, by Naomi B. Robbins",#NAME?,http://www.amazon.com/gp/product/0985911123/ref=as_li_tf_il?ie=UTF8&camp=1789&creative=9325&creativeASIN=0985911123&linkCode=as2,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&ASIN=0985911123&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1,
"Data At Work, by Jorge Camoes",#NAME?,https://www.amazon.com/gp/product/0134268636/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0134268636&linkCode=as2&linkId=b33f6ee2bdc68d613a3ae0f0811a9875,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=0134268636&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=_SL110_,
"Data Visualisation: A Handbook for Data Driven Design, by Andy Kirk",#NAME?,https://www.amazon.com/gp/product/1473912148/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=1473912148&linkCode=as2&linkId=7d0888d3ff0556c66ab14ef799268aa0,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=1473912148&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=_SL110_,
"Data Visualizations: A Successful Design Process, by Andy Kirk",#NAME?,http://www.amazon.com/gp/product/1849693463/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=1789&creative=9325&creativeASIN=1849693463,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=1849693463&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"Data Visualization with Python and JavaScript, by Kyran Dale",#NAME?,https://www.amazon.com/gp/product/1491920513/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=1491920513&linkCode=as2&linkId=9b683d1c21849f66c236c7ac25d48c42,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=1491920513&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=_SL110_,
"Dear Data, by Giorgia Lupi & Stefanie Posavec",#NAME?,https://www.amazon.com/gp/product/1616895322/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=1616895322&linkCode=as2&linkId=78f214f965557759ba3726cd50fa0176,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=1616895322&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=_SL110_,
"Designing Data Visualizations: Intentional Communication from Data to Display, by Julie Steele & Noah Iliinsky",#NAME?,http://shop.oreilly.com/product/0636920022060.do,http://www.visualisingdata.com/blog/wp-content/uploads/2011/10/cat1.gif,
"Design for Information, by Isabel Meireles",#NAME?,http://www.amazon.com/gp/product/1592538061/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=1592538061&linkCode=as2&linkId=IDYQGJJIUKGQJRPE,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=1592538061&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1,
"Designing News: Changing the World of Editorial Design and Information Graphics, by Francesco Franchi",#NAME?,https://www.amazon.com/gp/product/389955468X/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=389955468X&linkCode=as2&linkId=4091df1541009d99b3159de0f44bc30d,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=389955468X&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=_SL110_,
"Effective Data Visualization: The Right Chart for the Right Data, by Stephanie Evergreen",#NAME?,https://www.amazon.com/gp/product/1506303056/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=1506303056&linkCode=as2&linkId=689574d0600bfcd10016eb6b50c9d927,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=1506303056&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=_SL110_,
"The Elements of Graphing Data, by William S. Cleveland",#NAME?,http://www.amazon.com/gp/product/0963488414/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=217145&creative=399369&creativeASIN=0963488414,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=0963488414&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"Envisioning Information, by Edward R. Tufte",#NAME?,http://www.amazon.com/gp/product/0961392118/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=217145&creative=399369&creativeASIN=0961392118,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=0961392118&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"Excel 2007 Dashboards & Reports For Dummies, by Michael Alexander",#NAME?,http://www.amazon.com/gp/product/0470228148/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=217145&creative=399369&creativeASIN=0470228148,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=0470228148&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"The Functional Art, by Alberto Cairo",#NAME?,http://www.amazon.com/gp/product/0321834739/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=1789&creative=9325&creativeASIN=0321834739,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=0321834739&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"ggplot2: Elegant Graphics for Data Analysis, by Hadley Wickham",#NAME?,http://www.amazon.com/gp/product/0387981403/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0387981403&linkCode=as2&linkId=OL4PI5TZOXIOCC2K,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=0387981403&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1,
"The Grammar of Graphics, by Leland Wilkinson",#NAME?,http://www.amazon.com/gp/product/0387245448/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=217145&creative=399369&creativeASIN=0387245448,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=0387245448&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"Graph Design for the Eye and Mind, by Stephen M. Kosslyn",#NAME?,http://www.amazon.com/gp/product/0195311841/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=217145&creative=399369&creativeASIN=0195311841,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=0195311841&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"How Maps Work: Representation, Visualization, and Design, by Alan M. MacEachren",#NAME?,http://www.amazon.com/gp/product/157230040X/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=217145&creative=399369&creativeASIN=157230040X,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=157230040X&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"How to make an IMPACT, by Jon Moon",#NAME?,http://www.amazon.com/gp/product/0273713329/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=217145&creative=399369&creativeASIN=0273713329,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=0273713329&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"The Infographic History of the World, by Valentina D'Efilippo",#NAME?,http://www.amazon.com/gp/product/1770853162/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=1770853162&linkCode=as2&linkId=YMTQV7AGGLA6EW5V,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=1770853162&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1,
"Information Dashboard Design: The Effective Visual Communication of Data, by Stephen Few",#NAME?,http://www.amazon.com/gp/product/0596100167/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=217145&creative=399369&creativeASIN=0596100167,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=0596100167&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"Information Graphics, by Taschen",#NAME?,http://www.amazon.com/gp/product/3836528797/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=1789&creative=9325&creativeASIN=3836528797,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=3836528797&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"Information is Beautiful, by David McCandless",#NAME?,http://www.amazon.com/gp/product/0007294662/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=217145&creative=399369&creativeASIN=0007294662,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=0007294662&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"Interactive Data Visualization for the Web, by Scott Murray",#NAME?,http://www.amazon.com/gp/product/1449339735/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=1789&creative=9325&creativeASIN=1449339735,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=1449339735&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"Information Visualization: Perception for Design, by Colin Ware",#NAME?,http://www.amazon.com/gp/product/1558608192/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=217145&creative=399369&creativeASIN=1558608192,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=1558608192&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"Knowledge is Beautiful, by David McCandless",#NAME?,https://www.amazon.com/gp/product/0062188224/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0062188224&linkCode=as2&linkId=6a319aac3944db3596d1603bd2491c70,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=0062188224&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=_SL110_,
"Look Inside: Cutaway Illustrations and Visual Storytelling, by Juan Velasco and Samuel Velasco (Editors)",#NAME?,https://www.amazon.com/gp/product/3899556399/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=3899556399&linkCode=as2&linkId=463aad18b2664480910d7f810affa03d,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=3899556399&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=_SL110_,
"National Geographic Infographics, by Julius Wiedemann",#NAME?,https://www.amazon.com/gp/product/3836545950/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=3836545950&linkCode=as2&linkId=0fe6a09b409d9c7c49d7dd2e05cfa4d1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=3836545950&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=_SL110_,
"New Scientist: The Origin of (almost) Everything, by New Scientist, Graham Lawton (Authors) and Jennifer Daniel (Illustrator)",#NAME?,https://www.amazon.com/gp/product/1857886615/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=1857886615&linkCode=as2&linkId=b92203d7847d7534e5beb4a00f5ea054,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=1857886615&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=_SL110_,
"Now You See It: Simple Visualization Techniques for Quantitative Analysis, by Stephen Few",#NAME?,http://www.amazon.com/gp/product/0970601980/ref=as_li_tf_il?ie=UTF8&linkCode=as2&camp=217145&creative=399369&creativeASIN=0970601980,http://ws.assoc-amazon.com/widgets/q?_encoding=UTF8&Format=_SL110_&ASIN=0970601980&MarketPlace=US&ID=AsinImage&WS=1&ServiceVersion=20070822,
"Photoviz: Visualizing Information Through Photography, by Nicholas Felton",#NAME?,https://www.amazon.com/gp/product/3899556453/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=3899556453&linkCode=as2&linkId=d55d276923fde1550c018e90d806de28,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=3899556453&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=_SL110_,
"Presenting Data Effectively: Communicating Your Findings for Maximum Impact, by Stephanie D. H. Evergreen",#NAME?,http://www.amazon.com/gp/product/1452257361/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=1452257361&linkCode=as2&linkId=W5XQG4SJDNNCFH2O,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&ASIN=1452257361&Format=_SL110_&ID=AsinImage&MarketPlace=US&ServiceVersion=20070822&WS=1,
"Raw Data: Infographic Designers' Sketchbooks, by Steven Heller &  Rick Landers",#NAME?,https://www.amazon.com/gp/product/0500517452/ref=as_li_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0500517452&linkCode=as2&linkId=f24b93b7d984e8c00d373acbfaaa904e,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=0500517452&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=_SL110_,
